f,doe2vec_0,doe2vec_1,doe2vec_2,doe2vec_3,doe2vec_4,doe2vec_5,doe2vec_6,doe2vec_7,doe2vec_8,doe2vec_9,doe2vec_10,doe2vec_11,doe2vec_12,doe2vec_13,doe2vec_14,doe2vec_15,doe2vec_16,doe2vec_17,doe2vec_18,doe2vec_19,doe2vec_20,doe2vec_21,doe2vec_22,doe2vec_23,doe2vec_24,doe2vec_25,doe2vec_26,doe2vec_27,doe2vec_28,doe2vec_29,doe2vec_30,doe2vec_31
p16_p8_i1_i1_a0.75,0.94785964,-0.8314354,-0.19427958,0.3459572,0.9330215,-0.08520387,-0.6422635,-0.0659034,-0.3237092,0.8342245,0.0037383959,-0.004031997,0.0012640888,0.07859172,-0.99467725,-0.09335209,-0.3176988,-0.10615898,-0.021896617,0.36222178,-0.34578043,-0.6979029,-0.08012983,-0.7172539,-0.021595355,-0.3588559,0.049756814,-0.29257694,0.03681696,1.7171566,-0.22208562,0.115306064
p16_p8_i2_i2_a0.25,-0.9856537,-1.3743852,0.106806695,-0.12017715,0.60178065,-0.13484934,0.5917764,0.06943326,0.3614407,0.5453947,0.008482188,0.12954621,-0.013419363,0.08608411,0.9271311,0.015098089,0.67436886,-0.049124323,0.0413035,0.85769814,-0.6171882,1.2221951,0.031206112,0.6520466,0.032352436,-0.39766872,-2.892696,-0.49434057,-0.03592567,-1.0286101,-0.20414531,0.08037113
p16_p8_i2_i2_a0.5,-0.69732296,-1.4780076,0.102998525,0.1585545,0.34486973,-0.108986214,0.37939224,0.047030997,0.2657393,0.36445987,0.014176402,0.09329289,-0.031224348,0.09373662,0.7296439,-0.01032108,0.2669047,-0.059627157,0.028250137,0.6066317,-0.6679011,1.0949566,0.003346581,0.73136175,0.032721363,-0.54210967,-2.3809295,-0.2770621,-0.04435583,-0.2764235,-0.17880988,0.08259082
p16_p8_i2_i2_a0.75,-0.18024462,-1.332151,0.14621034,0.5190793,0.03942509,-0.064519204,-0.032921273,0.016667474,-0.049111307,0.1625337,-0.018841006,0.05871741,-0.03167519,0.083684295,0.47897738,-0.05767655,-0.1087164,-0.053461935,-0.00063598715,0.3782255,-0.62843454,0.76045793,-0.028199846,0.4581451,0.024507184,-0.58541787,-1.2376373,0.012245476,-0.02989398,0.66614383,-0.12986943,0.07024663
p16_p8_i3_i3_a0.25,-1.9087195,-0.43552047,0.66328764,0.72235954,0.017594129,-0.082615905,0.17304397,-0.086862236,0.053177744,-0.13771501,-0.14722756,0.10717902,0.032534502,0.054802626,-0.848132,-0.10081532,0.14363253,-0.010279504,-0.04304499,1.1641908,0.61085,-3.1190417,0.14633095,-0.65269494,-0.012437337,-0.13679314,0.8449921,-0.0027301311,-0.025335157,-0.6319235,-0.6538987,-0.019064508
p16_p8_i3_i3_a0.5,-0.7030843,-0.46900916,0.5968411,0.27168998,-0.31281963,-0.051517993,0.55007005,-0.09919813,0.16543707,0.006174797,-0.087222055,0.061026704,0.0058548856,0.08367883,-1.0520422,-0.073236935,0.25259173,-0.012035084,-0.034655742,0.8757172,0.96724385,-2.4788,0.07445906,-0.2705049,-0.016582096,-0.1724385,0.7035966,0.19317204,-0.043813545,-0.8206422,-0.45329773,0.00087298546
p16_p8_i3_i3_a0.75,0.54082364,-0.16540514,0.63857365,0.38951477,-0.34388906,-0.019889398,0.8001824,-0.066781364,0.16564885,0.27904356,-0.05016827,0.046045594,0.01566881,0.08339645,-0.8799228,-0.03149638,0.6401692,-0.040853743,-0.036258146,0.3656094,1.2494426,-1.3441749,0.045930125,0.3800032,-0.011790911,-0.68468666,0.25865108,0.28166175,-0.035531916,-0.23908298,-0.2440558,0.05476795
p16_p8_i4_i4_a0.25,-2.1835067,-0.26596934,-0.05933121,-0.48448437,-0.7346726,-0.027535563,0.18288967,-0.14407049,0.28600022,0.12929288,-0.13646837,0.103942856,0.08211926,0.048805922,-0.082261026,-0.1335874,-0.32101884,-0.024653915,-0.024298405,1.0582411,0.12989897,-2.856183,0.20316029,-0.18364528,-0.1098819,-0.38992107,1.4723164,-0.40155914,-0.0127082225,-1.6710497,0.4128583,-0.05823763
p16_p8_i4_i4_a0.5,-1.8375856,-0.065652415,0.23049697,-0.57743144,-0.37876147,-0.029681215,0.4653389,-0.08158699,0.15667173,0.07310137,-0.13761094,0.108571365,0.0634154,0.04960161,-0.018906057,-0.10079302,-0.23970422,0.005109541,-0.017678507,0.9003888,0.092195295,-2.617245,0.14759797,0.13421416,-0.074046016,-0.24179316,1.2341708,-0.33945242,-0.015954116,-1.4687109,0.37198043,-0.022543352
p16_p8_i4_i4_a0.75,-1.0990454,0.3328482,0.5376283,-0.75410926,0.2259492,-0.025530236,0.54183286,-0.009711599,-0.15762249,-0.15771656,-0.1099013,0.09857276,0.0025335648,0.026811052,0.005003035,-0.076893486,-0.16317365,0.02077568,0.0005665403,0.5774389,-0.19469365,-2.1281798,0.060604244,0.46122745,-0.05761821,-0.36689907,0.6616926,0.029808432,0.01243624,-1.1106994,0.27330405,0.025631167
p16_p8_i5_i5_a0.25,-1.2583063,0.120000064,0.7682003,-1.0214988,0.6137341,-0.07956135,-1.0761732,0.02330032,0.14603522,0.3737594,-0.103708796,0.13729508,0.01390994,-0.10090616,-0.08730087,-0.049723104,0.93846,-0.02100077,0.046447806,0.6736241,0.29942054,1.0945561,0.036330283,1.3591486,0.048438672,-0.5530716,0.36562943,-0.54260623,0.012047104,-0.7196972,-0.19311216,0.07679434
p16_p8_i5_i5_a0.5,-1.0681772,0.026578963,0.52056825,-0.92419994,0.6202954,-0.086235024,-1.0951881,0.015969928,0.08521423,0.439373,-0.08145705,0.1092503,-0.011271716,-0.07843806,-0.20952141,-0.050814226,0.6180675,-0.030450922,0.035416186,0.40620172,0.24536784,0.7603429,0.030267619,1.2344673,0.037349578,-0.7552463,0.28420082,-0.39970878,0.015353962,-0.1730659,-0.17602749,0.082615346
p16_p8_i5_i5_a0.75,-0.73986024,-0.00939934,-0.14264616,-0.5507407,0.4855582,-0.052122876,-1.0770073,0.0064421957,-0.0438281,0.15758997,-0.052672893,0.07765747,-0.021164,-0.049441643,-0.249625,-0.061403308,0.6162875,-0.033797204,0.03666716,0.13798016,0.20296936,0.5047333,0.013712678,0.99733114,0.06423879,-0.8948257,0.40082794,-0.22704104,0.009633816,0.5231879,-0.12472747,0.078
p16_p9_i1_i1_a0.25,0.055824175,0.102170095,-0.016157016,0.58121955,0.113719106,0.04217601,-0.044586714,-0.046126384,-0.21447274,-0.4234066,-0.06603078,-0.02865325,-0.021145493,0.09076181,-1.3797741,-0.06841201,-0.24027964,-0.01553254,0.0046769334,0.4851541,-0.003806278,1.4908664,0.0077950805,-0.09340973,0.05521569,-0.99848485,1.6430377,0.7886963,0.01918957,1.2866998,-0.40834448,0.058866706
p16_p9_i1_i1_a0.5,0.18381475,0.0015845597,-0.1901789,0.49928978,0.26516753,0.010427879,-0.18024829,-0.040801838,-0.21130934,-0.14391051,-0.06265244,-0.015130954,-0.0027286103,0.083092615,-1.199456,-0.06485774,-0.43340227,-0.037401192,-0.007357154,0.35701364,-0.19432923,1.3681874,-0.007193098,-0.18939316,0.057749517,-0.95289224,1.257362,0.52551925,-0.0027800677,1.0516552,-0.3251537,0.059561174
p16_p9_i1_i1_a0.75,0.36617035,-0.12719594,-0.52258456,0.24851495,0.48478794,-0.040386394,-0.20760113,-0.027505236,-0.09839833,0.50706726,-0.03462694,0.010188068,0.013045447,0.081587374,-0.9375192,-0.07106958,-0.5289018,-0.08325264,0.0031436444,0.18377012,-0.6030422,0.996692,-0.02869208,-0.3701573,0.028470673,-0.88078886,0.525993,0.05316654,0.0029951595,0.6901012,-0.19298732,0.09371382
p16_p9_i2_i2_a0.25,-1.2718773,-1.6612072,0.056404456,-0.028163701,0.11135316,-0.10253198,0.9845953,-0.007309377,0.28362885,0.050115004,-0.01443216,0.121236525,0.049219616,0.078272864,0.3237316,0.09810545,1.1746835,-0.023129456,0.063699156,0.7181398,0.2954215,1.1948862,0.10605251,-0.29402035,0.0087671885,-0.9493743,-1.8623067,0.021076858,-0.02791527,-1.1744653,0.42850828,0.028015662
p16_p9_i2_i2_a0.5,-0.9672869,-1.8527251,0.36438432,-0.05528134,0.07518381,-0.10804334,0.84789383,-0.005004411,0.18389305,0.24042636,0.005832689,0.09701542,0.02803161,0.10464352,0.51413304,0.08010853,0.94850135,-0.021068742,0.06568588,0.6749764,0.12803729,1.1904595,0.048543178,-0.067163184,0.020277888,-0.7211664,-1.8674276,-0.11750767,-0.048972238,-0.77615637,0.40142757,0.06345141
p16_p9_i2_i2_a0.75,-0.14472935,-1.8629154,0.41325423,0.15818137,-0.04741086,-0.09543366,0.23196597,0.00039717136,0.053385645,0.1795394,0.0031166133,0.0733512,-0.0068755597,0.10506421,0.3603875,0.002159479,0.06229216,-0.044282332,0.024638224,0.48260742,-0.4421578,0.8630783,-0.023286259,0.14960517,0.022842579,-0.59269416,-1.176679,-0.031468153,-0.037666462,0.39017704,0.2717138,0.076740116
p16_p9_i3_i3_a0.25,0.40575403,-1.4695033,-0.3678838,1.9729351,-1.247642,-0.013622666,-0.96409047,-0.23602606,0.0022355616,-0.8262897,-0.050913915,-0.025072858,0.029801935,0.1367331,-1.3850595,-0.18593141,-0.2821,-0.13044156,-0.03604932,0.5317249,-0.2289871,-2.4998822,0.061989866,-0.0018959232,-0.061721776,-0.9195606,0.75814635,0.1536304,0.030673694,-0.8237665,-0.45398742,0.039337646
p16_p9_i3_i3_a0.5,0.7629956,-1.3284624,-0.17406242,1.5452958,-1.1534865,0.0011038762,-0.012917139,-0.21377917,0.07917449,-0.987716,-0.03244865,0.00012713298,0.007943901,0.13812676,-1.2139472,-0.15258232,0.016274273,-0.09855411,-0.04066196,0.59951776,0.012482449,-2.2469556,0.06559338,-0.124269485,-0.068542905,-0.53488135,0.57788354,0.12717983,-0.005040455,-0.9187054,-0.26945758,0.014877322
p16_p9_i3_i3_a0.75,1.0438075,-0.7063466,0.28201693,1.1888618,-0.44868064,-0.004289672,0.8179804,-0.08264004,0.2606512,-0.45121512,-0.022998927,0.03430184,0.021431826,0.10725379,-0.76752007,-0.055641446,0.5806437,-0.06538405,-0.044250883,0.28332812,0.64222133,-1.3990881,0.050532654,0.69611585,-0.04746006,-0.67699933,0.36558875,0.16969448,-0.008228663,-0.58856845,-0.14865899,0.061864972
p16_p9_i4_i4_a0.25,-0.5977684,-0.89848083,-0.05073446,0.019051343,-0.8635139,-0.005304549,-0.09191337,-0.17603134,0.4460654,-0.26248124,-0.025266131,-0.006585702,0.023319215,0.053424317,0.82978135,-0.077739455,-0.6074692,-0.10664229,-0.037563942,0.61803705,-0.0795463,-1.8550217,0.14862137,-0.62501824,-0.1587143,-1.009526,0.8231367,0.405778,-0.009670474,-1.9126089,0.4272619,-0.07155336
p16_p9_i4_i4_a0.5,-0.68781453,-0.4869666,0.23898816,-0.26538587,-0.36141443,-0.007839985,0.073875144,-0.12304413,0.44679263,-0.47017443,-0.063687816,0.045862455,0.017505065,0.071447164,1.0731401,-0.085946456,-0.71918964,-0.066114075,-0.051107116,0.8190065,-0.20258966,-2.0564387,0.09267601,-0.36713633,-0.123666935,-0.5414524,0.9150818,0.18151571,-0.004788862,-1.801808,0.48784465,-0.05231489
p16_p9_i4_i4_a0.75,-0.16626598,0.07594995,0.35290107,-0.5983218,0.15118113,-0.0027645454,0.27059844,-0.02955721,0.038940877,-0.48266184,-0.06599057,0.042486873,-0.02764184,0.051000632,0.7097041,-0.08992038,-0.5288013,-0.03336619,-0.023438534,0.54208964,-0.59395605,-1.7266726,0.011765119,0.19526966,-0.080192536,-0.539123,0.5603898,0.2805047,0.005903802,-1.0194732,0.33487612,-0.0029287627
p16_p9_i5_i5_a0.25,-0.0362719,-0.08507995,0.20527083,-0.03259453,0.32240906,-0.08762992,0.21012543,0.0069921995,0.20313236,0.52679914,-0.05157078,0.06596593,0.024190199,0.051103275,-1.0853133,0.022453863,1.2589438,-0.026727976,0.0088708345,0.469091,0.06357519,1.9681873,0.055259608,1.0912658,0.043768924,-0.9615789,-0.25056097,-0.23638496,-0.00009894278,-1.3724968,0.26742834,0.076961055
p16_p9_i5_i5_a0.5,-0.008048281,-0.09216736,-0.18765143,-0.39401758,-0.0047498494,-0.087459646,-0.14579469,0.0059278496,0.17731288,0.52168226,-0.04224488,0.06166127,0.020326303,0.034597337,-0.82104033,0.0007068664,0.7092566,-0.047689356,0.022975665,0.29573435,0.09278119,1.6868289,0.02926559,0.9231845,0.045937564,-0.9957235,-0.15470527,-0.21744296,-0.0019514244,-0.8482196,0.20803376,0.092415765
p16_p9_i5_i5_a0.75,-0.00074362755,-0.1578904,-0.5787422,-0.46008822,0.02578932,-0.060838223,-0.65588826,0.010746215,0.18158528,0.18799163,-0.05954502,0.0693204,0.018422067,0.004781193,-0.4622299,-0.047674973,0.5092546,-0.054697596,0.018547388,0.114547074,0.25014672,1.3655801,0.016467607,0.6858194,0.08198666,-0.9460436,0.31112537,-0.2079468,0.005775147,0.008055499,0.14580046,0.07943495
p17_p10_i1_i1_a0.25,-0.7631141,-0.6051424,0.019203097,0.35680822,-0.23350549,-0.056604184,-0.20368223,-0.0057928623,0.097123176,0.42142275,-0.0046641063,0.06080551,-0.0017925631,0.047542904,-0.7509606,-0.015790734,-0.6642566,-0.054058075,0.01556152,0.13796872,0.88498145,0.646191,0.028983403,0.61013615,-0.012139534,-1.2941428,-0.65510863,0.38850403,-0.027766135,1.1048151,-0.07909638,0.086906016
p17_p10_i1_i1_a0.5,-0.90171844,-0.9577022,0.5289775,0.40322217,-0.117799,-0.10150105,0.6013942,0.021718714,0.25899032,0.9347323,0.00841495,0.04290912,0.029000733,0.06869872,-0.7592199,-0.008956758,-0.51986396,0.009316582,0.027714081,0.42529798,0.4876829,2.4947863,0.018524656,0.716046,0.023375608,-1.0023013,-0.82741904,0.64337796,-0.019313488,0.823204,0.15739231,0.09126224
p17_p10_i1_i1_a0.75,-0.82490295,-0.7808414,0.44084588,0.29555574,0.18675676,-0.09684905,0.7052403,0.050391234,0.39762738,0.7128179,-0.024414208,0.069211,0.03278339,0.08625972,-0.66123384,-0.020306285,0.14775327,0.030867577,0.0071805315,0.38576126,0.23607036,3.077037,0.03209858,0.29765838,0.05718976,-1.306274,-0.6522608,0.95707905,0.045780554,0.6282257,0.22017445,0.065398216
p17_p10_i2_i2_a0.25,0.5883537,-0.2847517,1.392044,-0.2959982,0.10289997,-0.027456956,0.40739864,0.060507145,0.011145949,1.5332757,0.13836356,-0.016028738,0.01604563,0.13089773,0.43527383,-0.032977004,-0.17712238,-0.07006108,0.069599755,0.20141208,-1.2668266,0.68119794,-0.043220162,-0.99641913,0.021357927,-1.2890637,-2.1568687,0.33444893,-0.011710891,2.9931562,0.7274019,0.087344825
p17_p10_i2_i2_a0.5,0.17903058,-0.4668703,1.2086241,-0.29402164,0.2216483,-0.016902728,0.085786924,0.07391265,-0.12790504,1.5581568,0.12859216,0.018877588,-0.05540658,0.116809994,0.13666075,-0.050649483,-1.216428,-0.08624129,0.03653651,0.32678735,-1.0279639,0.059005402,-0.055358745,-0.60797423,0.014645175,-1.197195,-1.6952865,0.6973413,-0.008963502,3.4231532,0.647978,0.09206236
p17_p10_i2_i2_a0.75,-0.11260255,-0.6055034,0.6109426,-0.15625396,0.1647217,-0.007086495,-0.34173432,0.020216465,-0.20825106,0.8289975,0.0833123,-0.008564972,-0.07177034,0.07548447,-0.46796876,-0.06449808,-1.6463171,-0.110635415,-0.0017253393,0.28127038,-0.44233006,-0.42171293,0.00025705993,-0.39191657,-0.02270829,-1.474008,-0.64857227,0.8958602,0.022472817,3.0215778,0.38790858,0.09030129
p17_p10_i3_i3_a0.25,1.5773649,-1.1897717,0.8708781,1.6956863,-0.5373957,-0.05718863,-0.43966302,-0.111163065,-0.61179054,0.19886303,-0.020461842,-0.00091316085,-0.0017086398,0.030045249,0.12492305,-0.04631024,-0.34049246,-0.07254729,-0.029983351,0.39499843,0.6846196,1.2962604,-0.023098784,0.48716915,-0.09566464,-1.0142727,0.4274347,0.26773906,0.02719035,-1.6709883,-0.28539366,0.08312673
p17_p10_i3_i3_a0.5,0.766032,-0.9736931,1.2782487,1.1541121,-0.16171232,-0.05602052,0.21019404,-0.08848481,-0.036974758,0.69669574,-0.04399956,0.056961518,0.010521346,0.020391248,0.46208948,0.01648522,0.46867716,-0.04808691,-0.033759117,0.47596914,1.0010145,1.2986743,0.009396345,0.4213407,-0.07324713,-0.8656658,-0.15908735,-0.027426362,-0.021427415,-2.2112389,-0.23208188,0.047451492
p17_p10_i3_i3_a0.75,0.104577616,-0.51023906,1.1753641,0.3337594,0.116904974,-0.061913878,0.45413017,-0.082484946,0.33106163,1.1756299,-0.036844198,0.08404355,0.0014283978,0.018685436,0.11436474,0.04943968,0.94763577,-0.053037424,0.02080064,0.34609455,1.1831901,1.0963833,0.044235874,0.42881832,-0.039673988,-1.1395669,-0.62650293,0.053412408,-0.046199724,-1.9096017,-0.230161,0.08731049
p17_p10_i4_i4_a0.25,0.104698345,-0.7975282,1.0967445,-0.8607409,0.009227663,-0.14315355,0.34053355,0.09697837,0.6771327,-0.0022118278,0.021285076,0.12221884,0.03115961,0.04977037,1.7111878,0.023595508,0.17908031,-0.020823354,0.016084488,0.34101796,-0.85162205,0.94875133,-0.056714468,0.20517798,0.037705548,-0.79373294,-2.1796873,1.005408,-0.012439686,-0.8273866,-0.9301692,0.012586593
p17_p10_i4_i4_a0.5,0.39723003,-1.0489142,0.8362397,-0.562207,-0.10498598,-0.106493324,0.20547278,0.01276855,0.3925403,-0.09299156,-0.000003825873,0.07057919,0.01871896,0.049814288,0.96041447,0.026263334,0.28083992,-0.047298457,0.048244737,0.22806299,-0.37767386,1.180867,-0.01760993,0.28486076,0.008318299,-1.1381135,-1.7982194,0.8106235,-0.03787292,-1.0016855,-0.6820725,0.054912668
p17_p10_i4_i4_a0.75,0.47977138,-1.3812108,0.2471272,-0.3232029,-0.036673665,-0.07554104,0.098748624,-0.051163048,-0.13272673,-0.33863938,-0.0043210424,0.04122118,0.023547627,0.06417929,0.53890604,0.033446163,0.26787168,-0.046815664,0.075758204,0.14899302,0.17605327,1.3726685,0.038146824,0.353971,-0.0009524333,-1.3596281,-1.0772483,0.8262564,-0.04437519,-1.1617919,-0.53070736,0.07924149
p17_p10_i5_i5_a0.25,-1.0681058,-0.46369743,-0.17443632,0.34689948,0.27862424,-0.01298783,-0.24400528,-0.10600504,-0.18746817,0.0054651257,-0.0052517354,0.013249307,-0.04119109,0.0046465453,-0.5672206,-0.07361909,0.23584116,-0.120091915,0.040924884,0.20367903,-0.09555146,-1.4263494,0.100943,0.8473817,-0.05445018,-1.4836671,-0.31337705,0.065802366,0.03645283,0.18289985,-0.27781466,0.070351005
p17_p10_i5_i5_a0.5,-1.0535809,-0.5592075,-0.12723216,-0.033727646,0.20659524,-0.016151087,-0.31499827,-0.09272079,-0.011054575,-0.24398984,0.00330472,0.025765255,-0.026881143,0.008254504,-0.06919372,-0.07176043,-0.10528079,-0.10451091,0.026411582,0.19427168,-0.1906232,-1.5230906,0.079736345,0.9796076,-0.042983387,-1.5890222,-0.30608237,-0.0059313774,0.03686457,0.4989392,-0.33661363,0.04217887
p17_p10_i5_i5_a0.75,-0.9005391,-0.8476612,0.1401042,-0.5114259,-0.024288312,0.015409274,-0.24230951,-0.08753227,0.18317565,-0.17435537,-0.051082782,-0.009200307,-0.0056478176,0.037103307,0.038719177,-0.08664231,-0.68342686,-0.104849055,0.017800033,0.23797238,0.073310345,-1.5853198,0.04563476,0.9636171,-0.04493024,-1.9287215,-0.0927414,0.20129754,0.017695695,1.0155671,-0.49124044,-0.0125662135
p17_p11_i1_i1_a0.25,0.7957066,-0.6322268,0.24760193,-0.07310122,-0.30489898,-0.061619774,-0.23492596,-0.004081893,-0.2027961,0.27352396,-0.045788214,0.03245375,0.054747097,0.05911686,0.29665864,-0.013387498,-0.7666125,-0.04152584,-0.009793356,0.092297316,1.0485973,1.71327,-0.0024038572,0.5445108,-0.0052529527,-1.2968887,-0.18033817,0.9162155,-0.031617142,1.3240654,-0.6472213,0.09591449
p17_p11_i1_i1_a0.5,0.11043213,-0.8024786,0.27034566,0.12462783,-0.12327137,-0.027735492,0.49769235,0.003606013,0.32758328,0.19594777,-0.107772954,0.05246994,0.036659397,0.10033098,0.14984179,-0.014917347,-0.36735,-0.0016029514,-0.0007447172,-0.04024607,0.80688095,2.2547882,0.03495254,0.38604394,0.012877273,-1.4807975,-0.097537875,1.1298223,-0.036507167,1.2304758,-0.54264957,0.06582355
p17_p11_i1_i1_a0.75,-0.32826948,-0.68610436,0.40050134,0.28574196,0.12504038,-0.03655196,0.707501,0.010615431,0.57957447,0.15630218,-0.11016061,0.097514294,0.010219654,0.09477086,-0.40114212,-0.027028129,-0.23527959,0.029733185,-0.014955696,0.10091597,0.64116347,2.8359,0.04381813,0.18881817,0.027780715,-1.5823896,-0.28920993,1.0867813,0.03170962,1.0241239,-0.3732193,0.056671016
p17_p11_i2_i2_a0.25,-1.4582808,0.4630866,0.25359234,0.041610926,0.55116886,-0.085470274,1.2577146,-0.045911178,-0.13462082,1.8313602,-0.06060697,0.1474742,0.026880797,0.055549078,-2.007739,0.031557035,-1.1656286,-0.0054202415,0.06553236,0.3855235,1.320579,-0.50520736,0.12955834,0.10576977,0.021447651,-1.2917042,-0.59910476,-0.08531454,0.023566213,-1.9845508,0.14303549,0.1578851
p17_p11_i2_i2_a0.5,-1.0552542,0.10500041,0.62548864,0.26466784,0.47024226,-0.06234461,0.73893374,-0.035087977,-0.30294615,1.132562,-0.023787737,0.12435127,-0.02938765,0.060172666,-1.8524256,-0.027983014,-1.3512938,-0.03378296,0.009790376,0.34456557,0.9094366,-0.5640652,0.10907406,0.42804927,0.032891,-1.2171289,-0.37562612,0.05358866,-0.031002585,-0.65714884,0.16094433,0.13067049
p17_p11_i2_i2_a0.75,-0.6269296,-0.18277545,0.5975275,0.6978054,0.4823475,-0.034613647,-0.13782242,-0.03354742,0.035274178,0.5045418,-0.007133821,0.014407198,-0.047873437,0.0711022,-1.4511893,-0.0990621,-1.5781468,-0.083380535,-0.015537761,0.32538903,0.1757443,-0.47710377,0.06585186,0.22829248,0.0010487405,-1.3802539,0.1522495,0.35730368,0.004658022,1.6212573,0.19664757,0.09531259
p17_p11_i3_i3_a0.25,-1.3010693,0.10552628,0.3321241,-0.48657587,0.38567626,-0.0937485,-0.24797468,0.0014596051,0.21109214,1.9493129,-0.046278797,0.14920317,0.0072025284,0.021100698,-0.357029,0.007811863,-0.04668528,-0.0632127,0.033051796,-0.02789718,0.587963,0.27144265,0.07627279,-0.08707754,0.038232863,-1.2448739,-1.2505214,0.14888704,-0.03050286,-0.005775923,0.17951839,0.110612966
p17_p11_i3_i3_a0.5,-1.1520739,0.1426289,0.6616558,-0.4902598,0.3523245,-0.09437655,-0.15218003,-0.024333794,0.4017001,1.9433874,-0.059683055,0.15591602,0.0054805623,0.015034255,-0.30984062,0.01643301,0.2538586,-0.059634645,0.040243324,0.040359735,0.7500672,0.311733,0.08430683,0.023172902,0.027442116,-1.2559924,-1.1291101,0.10138136,-0.035384297,-0.7081662,0.11288257,0.11256429
p17_p11_i3_i3_a0.75,-0.9338627,0.1218228,0.8611829,-0.3616723,0.37370002,-0.086096175,0.0072487555,-0.04962692,0.4701964,1.8254828,-0.05899853,0.1436124,0.0031232573,0.010363268,-0.2696275,0.034604914,0.55715704,-0.059851937,0.049184866,0.1127007,0.9071366,0.41213143,0.09439227,0.23336728,0.013861046,-1.3110534,-1.0101401,0.10528901,-0.042985685,-1.137421,-0.015094593,0.118931174
p17_p11_i4_i4_a0.25,-0.83659035,-1.4139252,1.8721399,-0.7360928,1.2177649,-0.094921306,0.9843302,0.022116117,0.18739119,0.7262957,-0.00012521073,0.16667284,-0.009673539,0.0140360985,0.6972522,0.13453689,2.4095757,0.059026733,0.19128047,0.119571686,-0.8083542,-1.2472448,0.054745108,0.87441736,0.083720416,-1.1570021,-2.5366528,-0.060820013,-0.11120377,-2.8425019,0.22041424,0.12788863
p17_p11_i4_i4_a0.5,-0.3069511,-1.7763196,1.7023314,-0.4777906,0.98198646,-0.109226696,1.14396,0.009733515,0.1443477,0.4938894,-0.0003429018,0.13575028,-0.020864904,0.022697499,0.5557924,0.11105839,2.0086257,0.046432473,0.13057955,0.26021695,-0.45823538,-0.7156848,0.032346517,0.893904,0.045916937,-1.063402,-2.1308122,0.026645184,-0.08123464,-2.984184,0.0067180693,0.09147177
p17_p11_i4_i4_a0.75,0.26557845,-1.6464108,0.7829621,-0.21380296,0.62515664,-0.11404186,0.87204504,0.006800213,-0.11361468,-0.08065575,0.0049773343,0.10199224,-0.00799784,0.04900722,0.14737433,0.090936944,1.1678424,0.039576653,0.1010147,0.28113836,0.12397226,0.68945736,0.03793689,0.70874083,0.066686355,-1.1692054,-1.3128175,0.32506466,-0.039835706,-2.2249665,-0.23221958,0.06967459
p17_p11_i5_i5_a0.25,0.96357155,-0.26026475,-1.1424854,-0.13652664,0.6667314,-0.09130634,0.1611636,-0.009261163,-0.4382751,0.40998197,-0.05295232,0.012878132,-0.0114220055,0.13416521,-1.371217,-0.0050912304,0.39275905,-0.06968203,0.022003839,0.06525487,-0.8418228,0.49184504,0.03747026,-0.48561433,-0.025623415,-1.3737981,-0.6144425,1.0320556,0.043629926,-0.47196558,-0.25230372,0.08083423
p17_p11_i5_i5_a0.5,0.17202352,-0.5255293,-0.79564524,-0.21106437,0.24769348,-0.05457662,0.039676715,-0.035355438,-0.15190339,0.21800083,-0.019395035,0.015387583,-0.030928522,0.10197911,-0.89174014,-0.023858026,0.41457656,-0.10216092,0.02634971,0.120545685,-0.6296778,-0.24610165,0.016716553,-0.04651564,-0.036521483,-1.330462,-0.79034233,0.69182557,0.015904177,0.13123094,-0.23895203,0.08610781
p17_p11_i5_i5_a0.75,-0.30717328,-0.554301,-0.1378695,-0.018694863,-0.28046,0.00010295585,-0.15415134,-0.06879769,0.32447597,-0.22295068,-0.017891956,0.01776012,-0.022255175,0.056885656,0.009369016,-0.07347124,0.33045128,-0.12205906,0.05640325,0.06685656,-0.35353768,-1.2528026,0.017801262,0.60043705,-0.03760891,-1.5200619,-0.56693155,0.4917461,-0.014647928,0.6415707,-0.3055644,0.061284937
p17_p12_i1_i1_a0.25,0.63013965,-0.87404567,0.5891814,-0.23217256,1.2249496,-0.12425349,0.57936954,0.028965339,-0.6040155,0.8108134,-0.024194125,0.029090311,-0.003905708,0.1139465,-0.23917946,-0.101450965,0.18570744,-0.070086315,0.06487698,0.4311642,-0.6193651,0.53065693,-0.007413294,1.0832635,0.015554114,-2.4607291,-0.27980173,1.1494399,0.087551534,0.56469387,0.4267608,0.08454604
p17_p12_i1_i1_a0.5,0.2996573,-0.85072464,0.67501473,0.3969927,0.6473397,-0.08249622,0.4804296,0.05518177,0.19112155,0.3319642,-0.0493467,0.02023365,-0.022900343,0.13049851,-0.07646316,-0.055050265,0.45319945,-0.04482649,0.0022655139,0.3075143,-0.14007792,2.0922885,0.05888912,-0.04219963,0.020031087,-1.9382234,-0.38891086,0.90828764,0.12013373,0.8150056,0.40411717,0.036673654
p17_p12_i1_i1_a0.75,-0.21497273,-0.7156176,0.4855024,0.2880089,0.40560895,-0.07962416,0.66372925,0.06936242,0.24362311,0.39504096,-0.07210173,0.055628266,0.0006376859,0.14073734,0.22210413,-0.03364502,0.5460282,0.004276339,-0.0032271799,0.25233877,-0.016225636,2.814366,0.057266228,-0.1068389,0.043103438,-1.6376898,-0.504289,0.8210398,0.09061886,0.54801923,0.31390017,0.034339167
